time,frequency,confidence
5.040,493.085,0.124380
5.050,69.121,0.270088
5.060,69.265,0.425231
5.070,69.618,0.902955
5.080,69.732,0.912799
5.090,69.550,0.941142
5.100,69.496,0.954159
5.110,119.443,0.023556
5.120,116.705,0.121737
5.130,33.867,0.025543
5.140,134.966,0.071420
5.150,163.165,0.108746
5.160,495.683,0.372191
5.170,164.731,0.360922
5.180,164.706,0.414327
5.190,163.639,0.399687
5.200,656.660,0.242498
5.210,661.961,0.278075
5.220,69.608,0.515528
5.230,69.757,0.931178
5.240,69.632,0.945292
5.250,69.633,0.949416
5.260,69.514,0.808047
5.270,146.612,0.120087
5.280,284.802,0.496121
5.290,277.264,0.463546
5.300,274.954,0.563254
5.310,275.949,0.683608
5.320,139.329,0.653859
5.330,139.430,0.709480
5.340,139.220,0.749932
5.350,138.820,0.679099
5.360,138.433,0.822844
5.370,138.483,0.920478
5.380,138.319,0.910412
5.390,138.479,0.929879
5.400,138.501,0.921509
5.410,138.346,0.917756
5.420,136.855,0.632337
5.430,129.112,0.455273
5.440,121.744,0.346494
5.450,120.095,0.074070
5.460,488.943,0.020798
5.470,495.050,0.105361
5.480,494.213,0.291984
5.490,494.822,0.369029
5.500,494.528,0.158677
5.510,495.116,0.245193
5.520,138.380,0.131650
5.530,69.065,0.411831
5.540,69.465,0.774496
5.550,69.499,0.922802
5.560,69.573,0.936820
5.570,69.530,0.949808
5.580,70.287,0.081438
5.590,119.228,0.036043
5.600,114.907,0.018296
5.610,34.249,0.013870
5.620,162.588,0.201198
5.630,494.974,0.289629
5.640,164.467,0.383519
5.650,164.495,0.311741
5.660,216.744,0.171845
5.670,286.986,0.199954
5.680,143.687,0.468119
5.690,139.417,0.657349
5.700,139.181,0.808202
5.710,139.271,0.787984
5.720,139.197,0.668084
5.730,138.559,0.628577
5.740,274.341,0.393730
5.750,134.525,0.401046
5.760,132.181,0.390874
5.770,134.359,0.331209
5.780,139.286,0.210479
5.790,69.627,0.663931
5.800,69.419,0.922364
5.810,69.611,0.873045
5.820,69.632,0.809738
5.830,69.498,0.908507
5.840,69.425,0.953736
5.850,69.403,0.957137
5.860,69.415,0.964795
5.870,69.492,0.959996
5.880,69.518,0.957501
5.890,69.490,0.960495
5.900,70.472,0.027931
5.910,119.538,0.174391
5.920,114.647,0.068336
5.930,137.792,0.053789
5.940,34.232,0.213641
5.950,137.669,0.477721
5.960,138.545,0.804077
5.970,138.422,0.830323
5.980,138.417,0.793734
5.990,139.279,0.702670
6.000,139.309,0.804841
6.010,138.827,0.797164
6.020,138.159,0.767890
6.030,138.229,0.821972
6.040,138.859,0.824930
6.050,137.953,0.640961
6.060,270.624,0.431370
6.070,268.219,0.088303
6.080,32.203,0.110760
6.090,156.891,0.115156
6.100,659.552,0.088033
6.110,164.700,0.296557
6.120,165.182,0.300725
6.130,164.876,0.275737
6.140,656.578,0.169819
6.150,656.130,0.245182
6.160,656.406,0.124136
6.170,69.779,0.457121
6.180,69.484,0.921568
6.190,69.431,0.951983
6.200,69.446,0.957565
6.210,140.372,0.136800
6.220,169.599,0.094762
6.230,139.793,0.231906
6.240,32.851,0.477696
6.250,32.515,0.158816
6.260,433.130,0.616729
6.270,434.067,0.561144
6.280,62.113,0.502697
6.290,436.847,0.331037
6.300,437.502,0.361606
6.310,437.656,0.366396
6.320,62.071,0.637248
6.330,61.988,0.580780
6.340,61.966,0.850802
6.350,62.205,0.921058
6.360,61.969,0.948724
6.370,129.733,0.051522
6.380,123.009,0.306407
6.390,122.089,0.185130
6.400,579.476,0.091171
6.410,582.736,0.135287
6.420,444.391,0.352701
6.430,146.743,0.451456
6.440,145.837,0.385969
6.450,145.119,0.382591
6.460,584.466,0.550880
6.470,587.204,0.417033
6.480,61.294,0.155078
6.490,62.050,0.772420
6.500,62.148,0.910507
6.510,62.209,0.943551
6.520,62.073,0.951567
6.530,278.693,0.062950
6.540,259.816,0.273015
6.550,258.117,0.321042
6.560,253.485,0.537050
6.570,124.260,0.484645
6.580,123.876,0.567305
6.590,123.640,0.541106
6.600,248.292,0.449333
6.610,123.752,0.683408
6.620,123.665,0.782234
6.630,123.549,0.796778
6.640,123.605,0.797202
6.650,123.516,0.890386
6.660,123.674,0.903392
6.670,123.625,0.914759
6.680,123.773,0.727625
6.690,124.021,0.209443
6.700,121.706,0.224925
6.710,33.694,0.060885
6.720,35.464,0.030632
6.730,434.446,0.274912
6.740,434.166,0.379237
6.750,436.159,0.395950
6.760,436.305,0.317679
6.770,437.908,0.449595
6.780,437.971,0.529963
6.790,61.838,0.515558
6.800,61.812,0.698091
6.810,61.760,0.789371
6.820,61.840,0.803172
6.830,61.905,0.933416
6.840,61.931,0.104767
6.850,184.233,0.109265
6.860,141.551,0.068877
6.870,186.267,0.036672
6.880,140.958,0.148462
6.890,440.956,0.416235
6.900,441.954,0.486025
6.910,440.656,0.366906
6.920,146.126,0.489751
6.930,583.035,0.365560
6.940,118.316,0.174717
6.950,122.218,0.352441
6.960,123.713,0.732763
6.970,124.199,0.576102
6.980,123.781,0.486610
6.990,122.841,0.446877
7.000,122.526,0.368055
7.010,123.416,0.159296
7.020,132.816,0.079340
7.030,134.379,0.188397
7.040,183.960,0.366931
7.050,62.444,0.277327
7.060,62.180,0.797247
7.070,61.994,0.590046
7.080,61.729,0.080839
7.090,61.526,0.338527
7.100,61.885,0.886317
7.110,62.076,0.943142
7.120,62.037,0.942870
7.130,62.076,0.949220
7.140,62.051,0.948108
7.150,62.107,0.945926
7.160,60.390,0.093544
7.170,125.176,0.503140
7.180,124.799,0.552008
7.190,125.347,0.229106
7.200,125.032,0.308223
7.210,124.696,0.437712
7.220,124.167,0.575990
7.230,61.972,0.586778
7.240,123.674,0.556191
7.250,61.857,0.574448
7.260,61.997,0.615496
7.270,62.090,0.587710
7.280,439.686,0.428459
7.290,122.785,0.395750
7.300,122.999,0.359238
7.310,123.173,0.509071
7.320,121.320,0.220143
7.330,124.029,0.174664
7.340,35.081,0.314554
7.350,141.878,0.171915
7.360,439.398,0.448451
7.370,441.326,0.532764
7.380,146.149,0.344225
7.390,145.632,0.181863
7.400,145.076,0.397530
7.410,586.851,0.336487
7.420,589.238,0.306539
7.430,61.499,0.275017
7.440,61.965,0.740412
7.450,61.917,0.904758
7.460,62.008,0.944702
7.470,61.690,0.162023
7.480,129.914,0.151032
7.490,128.566,0.260436
7.500,128.310,0.169527
7.510,33.106,0.229563
7.520,135.043,0.121673
7.530,493.687,0.371625
7.540,350.945,0.278862
7.550,491.092,0.427688
7.560,490.121,0.563610
7.570,488.715,0.647463
7.580,488.795,0.448098
7.590,69.725,0.752117
7.600,69.958,0.861175
7.610,69.829,0.911876
7.620,69.595,0.948009
7.630,69.717,0.209038
7.640,365.609,0.063376
7.650,114.354,0.025365
7.660,326.255,0.029329
7.670,330.143,0.445956
7.680,331.867,0.680826
7.690,335.714,0.556922
7.700,341.217,0.283974
7.710,333.929,0.385293
7.720,333.630,0.401542
7.730,331.090,0.295043
7.740,328.583,0.145025
7.750,69.632,0.259187
7.760,69.438,0.905822
7.770,69.552,0.940027
7.780,69.529,0.950917
7.790,69.478,0.193036
7.800,146.947,0.254754
7.810,282.065,0.383754
7.820,277.183,0.530654
7.830,275.460,0.560245
7.840,139.214,0.661067
7.850,139.396,0.792707
