time,frequency,confidence
0.0,0.0,nan
0.01,0.0,nan
0.02,0.0,nan
0.03,0.0,nan
0.04,0.0,nan
0.05,0.0,nan
0.06,0.0,nan
0.07,0.0,nan
0.08,0.0,nan
0.09,0.0,nan
0.1,0.0,nan
0.11,0.0,nan
0.12,0.0,nan
0.13,0.0,nan
0.14,286.6521557473919,0.1942822
0.15,288.5026062855726,0.2665968
0.16,291.32769482096484,0.25679523
0.17,289.7601476557386,0.5298946
0.18,283.41491365828495,0.5977789
0.19,279.5497830402866,0.66690063
0.2,276.13266247406443,0.7647717
0.21,273.987217380942,0.7956797
0.22,273.9633544452011,0.6316524
0.23,274.62198086631145,0.71156365
0.24,274.4241725836407,0.7302135
0.25,274.61544271168947,0.6125113
0.26,274.3100366892387,0.5598228
0.27,273.7758891162935,0.6187652
0.28,273.9105490661948,0.5014735
0.29,274.3054412115928,0.5407566
0.3,275.68042392708827,0.43371302
0.31,275.9214264488598,0.3657444
0.32,275.95932091228826,0.27823332
0.33,275.8927321115384,0.5350047
0.34,275.7167862485024,0.24236557
0.35,276.21768193995644,0.20820725
0.36,261.9140919439028,0.17242017
0.37,227.4711884157571,0.3424553
0.38,220.86152641269794,0.2851082
0.39,221.42419377949557,0.3211454
0.4,220.97685818548604,0.525367
0.41,221.00988358796707,0.54003286
0.42,221.00881024510898,0.50158066
0.43,220.9867630153397,0.48540908
0.44,221.37708397402423,0.5921822
0.45,220.90369518387524,0.71117526
0.46,221.0167866948059,0.7339641
0.47,220.84500157691798,0.75376225
0.48,221.04585645412473,0.7830107
0.49,221.11848595346584,0.7486643
0.5,220.60673524192157,0.79435223
0.51,221.16232313157474,0.69551045
0.52,220.6266927594935,0.75353575
0.53,221.08714299235214,0.7686602
0.54,220.62862057483105,0.68604296
0.55,220.7780772133409,0.77295053
0.56,220.4774162534518,0.6191921
0.57,220.4106754400549,0.686484
0.58,220.51622939336755,0.4606433
0.59,220.12696413588998,0.56783843
0.6,221.5085889738934,0.63197416
0.61,227.3392582153764,0.7788598
0.62,243.79355566250976,0.71189237
0.63,269.4957300791239,0.6714873
0.64,272.7672045542889,0.56463844
0.65,277.13278184182604,0.5050812
0.66,275.785449858978,0.8150909
0.67,273.4603364548833,0.873651
0.68,271.7527618674319,0.8674823
0.69,272.4929977703383,0.86442304
0.7,273.4675024257674,0.8648602
0.71,273.2443008278753,0.8672989
0.72,272.9476363725013,0.84668034
0.73,273.0707590897974,0.8276956
0.74,272.95971875954115,0.7970948
0.75,273.35087795536253,0.7711209
0.76,274.222718579507,0.8560787
0.77,274.8489733717263,0.873863
0.78,275.1660615524695,0.90835214
0.79,275.2611819933122,0.90985906
0.8,275.52962898436056,0.8929924
0.81,276.45337598985986,0.82075185
0.82,276.38155641447247,0.81088525
0.83,275.949850605803,0.84364545
0.84,276.3974714648496,0.82573235
0.85,276.1318009269937,0.78096247
0.86,276.5617444440496,0.73374474
0.87,277.6366788710598,0.28884542
0.88,259.438654833487,0.26461568
0.89,226.50506837974635,0.41949543
0.9,218.4532101409908,0.32985556
0.91,217.95974683213512,0.4748541
0.92,218.1177990860017,0.44328636
0.93,218.42785725037376,0.53114855
0.94,218.46106235755045,0.4990794
0.95,218.52832794693256,0.5301513
0.96,218.77004075073788,0.43245065
0.97,218.50443471841106,0.40408072
0.98,211.61759680525833,0.4891879
0.99,188.79061864677013,0.53888077
1.0,170.60800474846098,0.6717676
1.01,164.59491156003352,0.5334232
1.02,163.92261757470789,0.714366
1.03,164.11215492164044,0.76049435
1.04,164.34133198288805,0.7555163
1.05,164.89576808862847,0.718662
1.06,165.79882537543864,0.6841187
1.07,149.6815485384517,0.56059307
1.08,133.88579348984646,0.48776472
1.09,113.9099344122472,0.59626365
1.1,107.80432151665757,0.82682633
1.11,92.1605279755969,0.4107746
1.12,82.6652076482145,0.28010955
1.13,76.93027577823956,0.15959656
1.14,67.72087718650765,0.23835877
1.15,61.39289032885604,0.80765224
1.16,61.430212106433984,0.9005115
1.17,61.44970572696355,0.8640274
1.18,61.47139563741945,0.9296313
1.19,61.42752042800267,0.8880123
1.2,61.611374013154816,0.92299914
1.21,61.645501747983886,0.9218279
1.22,61.624673149124774,0.9033066
1.23,61.67387381474724,0.92257345
1.24,61.58650373666357,0.6874843
1.25,61.619048778343874,0.6486846
1.26,61.709562020783004,0.840647
1.27,61.74015362391696,0.5627906
1.28,61.89369074483916,0.5120264
1.29,62.15090099713226,0.6792768
1.3,62.184316092941145,0.48453575
1.31,62.06748409503944,0.84301424
1.32,62.09579791215368,0.8038255
1.33,61.99477277708365,0.5919431
1.34,61.85467297709395,0.44744772
1.35,61.17706032464993,0.3329034
