time,frequency,confidence
0.0,0.0,nan
0.01,0.0,nan
0.02,0.0,nan
0.03,0.0,nan
0.04,0.0,nan
0.05,0.0,nan
0.06,0.0,nan
0.07,0.0,nan
0.08,0.0,nan
0.09,0.0,nan
0.1,0.0,nan
0.11,0.0,nan
0.12,0.0,nan
0.13,0.0,nan
0.14,0.0,nan
0.15,0.0,nan
0.16,0.0,nan
0.17,0.0,nan
0.18,0.0,nan
0.19,0.0,nan
0.2,0.0,nan
0.21,0.0,nan
0.22,0.0,nan
0.23,0.0,nan
0.24,0.0,nan
0.25,0.0,nan
0.26,0.0,nan
0.27,0.0,nan
0.28,0.0,nan
0.29,0.0,nan
0.3,0.0,nan
0.31,0.0,nan
0.32,0.0,nan
0.33,0.0,nan
0.34,0.0,nan
0.35,0.0,nan
0.36,0.0,nan
0.37,0.0,nan
0.38,0.0,nan
0.39,0.0,nan
0.4,0.0,nan
0.41,0.0,nan
0.42,0.0,nan
0.43,0.0,nan
0.44,0.0,nan
0.45,0.0,nan
0.46,0.0,nan
0.47,0.0,nan
0.48,0.0,nan
0.49,0.0,nan
0.5,0.0,nan
0.51,0.0,nan
0.52,0.0,nan
0.53,0.0,nan
0.54,0.0,nan
0.55,0.0,nan
0.56,0.0,nan
0.57,0.0,nan
0.58,0.0,nan
0.59,0.0,nan
0.6,0.0,nan
0.61,0.0,nan
0.62,0.0,nan
0.63,0.0,nan
0.64,0.0,nan
0.65,0.0,nan
0.66,0.0,nan
0.67,32.33064949300323,0.12928206
0.68,32.42921421724639,0.036586285
0.69,32.472371859126206,0.056513757
0.7,32.245235961900164,0.13050956
0.71,32.13465841943649,0.21271658
0.72,32.21603163784076,0.056721836
0.73,32.39736517013596,0.028144687
0.74,32.366550648983406,0.05775985
0.75,32.430034776014466,0.07059702
0.76,32.37718859292682,0.007488698
0.77,32.17360163676324,0.02369216
0.78,32.123848364170925,0.016353995
0.79,32.43611713694477,0.114516765
0.8,32.45034468915955,0.054728717
0.81,32.55531871162564,0.09159854
0.82,32.48745923600978,0.039782256
0.83,32.82224153481373,0.07811791
0.84,34.625354807263534,0.1863837
0.85,32.60776342163629,0.02549395
0.86,32.49469824324127,0.037172318
0.87,32.67512805327669,0.07261613
0.88,32.695338044626695,0.028672278
0.89,32.537396004698046,0.061344117
0.9,32.43798297265758,0.07363823
0.91,32.543786670290345,0.037680387
0.92,32.496229516630144,0.05116141
0.93,32.51509529898047,0.06390846
0.94,32.65078334656609,0.09001282
0.95,32.92319223231918,0.04008016
0.96,35.35180755948185,0.045035094
0.97,38.19976319917027,0.02736196
0.98,42.23236113104876,0.09980744
0.99,45.77320358942427,0.10053983
1.0,49.379994397791826,0.104947895
1.01,53.53024983922773,0.10707903
1.02,58.95741480791895,0.07637969
1.03,63.109465419268176,0.08623272
1.04,69.39835491674059,0.11122134
1.05,75.96658960918924,0.1471827
1.06,81.63252427145899,0.15317437
1.07,87.23450164819752,0.12210798
1.08,96.98277879673907,0.0557898
1.09,104.2880331113836,0.069743335
1.1,116.63518187770856,0.03995061
1.11,127.24474684316098,0.13853249
1.12,128.62933926077727,0.23599902
1.13,129.54228294467345,0.092329204
1.14,129.25433180314923,0.03151968
1.15,136.44275916537777,0.37701213
1.16,153.37156125589306,0.02718389
1.17,163.15938888865475,0.061589003
1.18,178.4082456164121,0.057103366
1.19,186.69593179544364,0.06338784
1.2,181.4216938019552,0.29140788
1.21,180.6365518910225,0.05606368
1.22,180.37065412041045,0.13335168
1.23,178.3638928176493,0.258044
1.24,177.49547987882556,0.07962376
1.25,178.39826384905797,0.039723665
1.26,178.19783718215308,0.05886984
1.27,182.35091325368546,0.099785626
1.28,179.99476365469476,0.044766784
1.29,177.97721863446407,0.026936114
1.3,176.51604734138647,0.019353956
1.31,177.00864062055228,0.042210937
1.32,177.90431984462586,0.0444068
1.33,177.75990603673068,0.055349857
1.34,178.67882308551117,0.043483287
1.35,178.6261745373741,0.07861623
1.36,175.59461074658338,0.041817933
1.37,174.9252082475223,0.031681597
1.38,176.20700115300895,0.00627476
1.39,177.56509110867904,0.030381918
1.4,176.3873995591922,0.05415958
1.41,173.87071954886667,0.07775873
1.42,172.07103923099024,0.10101539
1.43,169.84486045405885,0.040264606
1.44,163.97333278967818,0.035732895
1.45,158.52005574734397,0.06935233
1.46,152.0719592183375,0.08331081
1.47,146.96441352489842,0.13339895
1.48,144.9902874508251,0.17543179
1.49,141.8643761180817,0.10810703
1.5,135.62939830471421,0.09314111
1.51,132.1246651949812,0.072381854
1.52,130.246921471131,0.13616073
1.53,129.05392030134172,0.0600321
1.54,131.15308097355236,0.096117646
1.55,130.3562647243569,0.07867959
