time,frequency,confidence
4.250,248.006,0.770983
4.260,247.448,0.818009
4.270,247.057,0.843348
4.280,246.850,0.849320
4.290,247.261,0.761738
4.300,246.420,0.627627
4.310,246.359,0.251368
4.320,247.051,0.258562
4.330,248.340,0.273372
4.340,82.810,0.358210
4.350,329.897,0.419419
4.360,330.277,0.550485
4.370,330.315,0.542300
4.380,330.396,0.535232
4.390,329.961,0.344436
4.400,248.185,0.495018
4.410,247.974,0.666824
4.420,247.808,0.666831
4.430,247.428,0.751923
4.440,246.994,0.816171
4.450,246.613,0.860919
4.460,246.476,0.871265
4.470,246.546,0.871845
4.480,246.763,0.809533
4.490,246.547,0.818929
4.500,246.599,0.783593
4.510,246.825,0.694486
4.520,246.529,0.559246
4.530,246.717,0.333151
4.540,435.114,0.133287
4.550,371.608,0.202293
4.560,368.170,0.348938
4.570,364.883,0.235450
4.580,332.994,0.252159
4.590,332.334,0.508034
4.600,331.420,0.390224
4.610,247.666,0.523528
4.620,330.440,0.417627
4.630,247.545,0.560510
4.640,247.247,0.617745
4.650,246.848,0.717872
4.660,246.783,0.740015
4.670,246.703,0.747297
4.680,247.245,0.659257
4.690,247.471,0.407222
4.700,329.227,0.301069
4.710,329.698,0.425500
4.720,330.226,0.500577
4.730,329.751,0.653316
4.740,329.344,0.744685
4.750,329.801,0.814818
4.760,329.861,0.744889
4.770,328.969,0.664040
4.780,329.150,0.636854
4.790,329.639,0.630914
4.800,330.040,0.537026
4.810,328.733,0.415996
4.820,328.161,0.356436
4.830,328.156,0.352881
4.840,247.067,0.574175
4.850,246.743,0.597874
4.860,247.121,0.663303
4.870,247.839,0.603322
4.880,248.060,0.523560
4.890,248.229,0.410181
4.900,248.129,0.551023
4.910,247.881,0.643291
4.920,247.696,0.779882
4.930,247.812,0.809066
4.940,247.729,0.845499
4.950,247.554,0.861562
4.960,247.118,0.832273
4.970,246.597,0.767539
4.980,246.724,0.784887
4.990,247.086,0.748698
5.000,247.360,0.747577
5.010,61.971,0.589538
5.020,61.977,0.454994
5.030,62.280,0.471713
5.040,124.056,0.324198
5.050,329.784,0.571640
5.060,330.358,0.829886
5.070,330.476,0.869590
5.080,330.591,0.819496
5.090,330.647,0.631670
5.100,330.034,0.489400
5.110,330.657,0.319811
5.120,246.375,0.425486
5.130,247.028,0.575706
5.140,247.169,0.684141
5.150,246.783,0.741750
5.160,246.937,0.782643
5.170,246.876,0.860418
5.180,246.611,0.863991
5.190,246.521,0.823687
5.200,246.319,0.780669
5.210,245.705,0.693294
5.220,245.242,0.627214
5.230,245.401,0.571506
5.240,244.984,0.551784
5.250,244.923,0.510871
5.260,245.333,0.484962
5.270,245.368,0.564241
5.280,245.804,0.570224
5.290,245.829,0.420355
5.300,329.680,0.341705
5.310,329.813,0.459814
5.320,246.518,0.602684
5.330,246.777,0.713390
5.340,247.525,0.692402
5.350,123.517,0.451714
5.360,123.311,0.577958
5.370,123.117,0.463991
5.380,123.265,0.465761
5.390,61.956,0.345165
5.400,123.910,0.325012
5.410,248.536,0.151842
5.420,330.530,0.433464
5.430,330.323,0.603152
5.440,330.780,0.699798
5.450,330.617,0.579487
5.460,330.647,0.546151
5.470,247.420,0.553432
5.480,247.439,0.622095
5.490,247.310,0.659212
5.500,246.727,0.783364
5.510,246.853,0.797863
5.520,247.143,0.844982
5.530,247.375,0.834624
5.540,247.570,0.847208
5.550,247.618,0.749965
5.560,247.396,0.659605
5.570,247.876,0.621363
5.580,248.080,0.581419
